brand,model,age,km_driven,transmission,owner,fuel_type,posted_date,ask_price,log_price
Other_Brands,Duster,7,71000,Manual,first,Diesel,Nov-24,840000,13.641157170819497
Honda,Jazz,10,95000,Automatic,first,Hybrid/CNG,Nov-24,450000,13.017002861746503
Honda,Other_Models,11,21000,Automatic,first,Hybrid/CNG,Nov-24,242000,12.396693005138824
Mahindra,XUV500,10,80000,Manual,first,Diesel,Nov-24,490000,13.102160670086809
Maruti Suzuki,Celerio,7,38000,Automatic,second,Petrol,Nov-24,380000,12.84792653170257
Hyundai,Eon,10,58124,Manual,second,Petrol,Nov-24,250000,12.429216196844383
Tata,Nexon,6,82000,Manual,second,Diesel,Nov-24,625000,13.345506928718539
Other_Brands,Other_Models,9,100000,Automatic,second,Diesel,Nov-24,1490000,14.214286677921642
Mahindra,Scorpio,2,16900,Manual,first,Diesel,Nov-24,1750000,14.375126345899696
Maruti Suzuki,Swift-Dzire,2,45000,Automatic,first,Hybrid/CNG,Nov-24,725000,13.493926933836812
Other_Brands,Other_Models,12,23000,Automatic,second,Petrol,Nov-24,1975000,14.496078956317358
Hyundai,Other_Models,4,32000,Automatic,first,Petrol,Nov-24,900000,13.710150042306449
Maruti Suzuki,Wagon-R,5,82000,Automatic,first,Hybrid/CNG,Nov-24,560000,13.235692062711331
Volkswagen,VentoTest,9,67000,Manual,second,Petrol,Nov-24,451000,13.019222618484815
BMW,Other_Models,3,37500,Automatic,first,Petrol,Nov-24,5300000,15.483217378522351
Toyota,Fortuner,10,40000,Automatic,second,Diesel,Nov-24,1375000,14.133964289082808
BMW,Other_Models,8,104000,Automatic,second,Diesel,Oct-24,2200000,14.603967918328545
Other_Brands,Other_Models,13,84000,Automatic,first,Diesel,Oct-24,760000,13.541073712262515
Tata,Other_Models,8,34000,Automatic,second,Petrol,Nov-24,230000,12.345834587905333
Other_Brands,Duster,12,89000,Manual,second,Diesel,Nov-24,525000,13.17115354157376
Maruti Suzuki,Ertiga,8,72000,Manual,second,Hybrid/CNG,Nov-24,750000,13.527828485512494
Maruti Suzuki,Eeco,11,58000,Manual,first,Hybrid/CNG,Nov-24,360000,12.793859310432293
Volkswagen,Polo,12,87500,Manual,second,Petrol,Nov-24,300000,12.611537753638338
Hyundai,Other_Models,5,70000,Manual,first,Hybrid/CNG,Nov-24,625000,13.345506928718539
Maruti Suzuki,Swift-Dzire,7,100000,Manual,second,Diesel,Nov-24,575000,13.262125319779487
Hyundai,Grand i10,9,45000,Manual,second,Hybrid/CNG,Nov-24,385000,12.86099861326992
Maruti Suzuki,Other_Models,7,65000,Automatic,second,Hybrid/CNG,Nov-24,475000,13.071070083016778
Maruti Suzuki,Wagon-R-1-0,7,78000,Automatic,first,Hybrid/CNG,Nov-24,349999,12.765685576318658
Maruti Suzuki,Other_Models,11,25000,Manual,first,Diesel,Nov-24,591000,13.289571296388235
Hyundai,Verna,11,137000,Manual,second,Diesel,Nov-24,560000,13.235692062711331
Maruti Suzuki,Ertiga,8,72300,Manual,first,Hybrid/CNG,Nov-24,749000,13.526494262499357
Tata,Nexon,6,122087,Manual,first,Diesel,Nov-24,625000,13.345506928718539
Audi,Other_Models,9,40000,Automatic,second,Diesel,Nov-24,2590000,14.767168433675721
Hyundai,Other_Models,9,65000,Manual,second,Petrol,Nov-24,400000,12.89921982609012
Maruti Suzuki,Other_Models,17,54000,Manual,first,Hybrid/CNG,Nov-24,98500,11.49781182716018
Volkswagen,Other_Models,7,46000,Manual,second,Petrol,Nov-24,650000,13.38472764187182
Hyundai,Other_Models,3,28000,Manual,first,Hybrid/CNG,Apr-24,590000,13.287877815881902
Hyundai,Creta,10,82000,Automatic,second,Diesel,Nov-24,551000,13.219490088135052
Honda,Other_Models,9,129000,Manual,second,Diesel,Nov-24,595000,13.296316684527767
Hyundai,Verna,9,80000,Automatic,second,Diesel,Nov-24,621000,13.339086360915616
Maruti Suzuki,Celerio,9,49000,Automatic,first,Petrol,Nov-24,425000,12.959844447906553
Maruti Suzuki,Ertiga,2,41000,Manual,first,Hybrid/CNG,Nov-24,1135000,13.94214320889764
Mahindra,Other_Models,10,57000,Automatic,second,Diesel,Nov-24,799000,13.591116224748411
Hyundai,i20,11,87000,Manual,second,Hybrid/CNG,Nov-24,230000,12.345834587905333
Maruti Suzuki,Baleno,8,80000,Automatic,second,Petrol,Nov-24,650000,13.38472764187182
Honda,Other_Models,18,85019,Manual,second,Hybrid/CNG,Nov-24,160000,11.982929094215963
Hyundai,Other_Models,6,59000,Manual,first,Petrol,Nov-24,599000,13.303016877097587
Hyundai,Venue,2,69000,Manual,first,Diesel,Nov-24,975000,13.790192749979985
Maruti Suzuki,Celerio,9,55500,Automatic,first,Hybrid/CNG,Nov-24,321000,12.679196402112153
Mercedes-Benz,C-Class,13,75770,Automatic,second,Diesel,Nov-24,625000,13.345506928718539
Honda,City,7,38000,Automatic,second,Hybrid/CNG,Oct-24,715000,13.480037821676145
Other_Brands,Other_Models,15,60000,Manual,second,Petrol,Nov-24,105000,11.56171562913966
Volkswagen,Other_Models,9,75000,Automatic,second,Petrol,Nov-24,530000,13.180632285528304
Hyundai,Other_Models,2,1234,Manual,first,Hybrid/CNG,Nov-24,190000,12.154779351142624
Other_Brands,Endeavour,5,122000,Automatic,first,Diesel,Nov-24,2799999,14.845129618002511
Hyundai,i10,11,76000,Manual,first,Petrol,Nov-24,290000,12.577636201962656
Hyundai,i10,12,63000,Manual,first,Petrol,Nov-24,279000,12.538967060803502
Honda,Other_Models,10,104000,Automatic,second,Hybrid/CNG,Nov-24,775000,13.560618308335483
Mahindra,XUV500,9,111521,Manual,first,Diesel,Nov-24,750000,13.527828485512494
Honda,Other_Models,11,59000,Manual,first,Petrol,Oct-24,375000,12.834681304952548
Maruti Suzuki,Other_Models,13,55000,Manual,second,Hybrid/CNG,Nov-24,211000,12.259613412458204
BMW,Other_Models,8,26000,Automatic,second,Diesel,Nov-24,4450000,15.308414654142423
Hyundai,i10,12,65891,Automatic,first,Petrol,Oct-24,320000,12.676076274775909
Hyundai,Eon,13,55000,Manual,second,Hybrid/CNG,Nov-24,220000,12.301382825334498
Toyota,Other_Models,2,5100,Automatic,first,Hybrid/CNG,Nov-24,3599000,15.096166587061168
Hyundai,i20,15,83000,Manual,second,Petrol,Jul-24,235000,12.367340793126296
Maruti Suzuki,Swift-Dzire,7,33251,Automatic,second,Petrol,Nov-24,550000,13.217673557208654
BMW,Other_Models,8,56000,Automatic,second,Diesel,Sep-24,2700000,14.808762330974558
Hyundai,i20,12,120000,Automatic,second,Diesel,Nov-24,250000,12.429216196844383
Maruti Suzuki,Ciaz,7,72000,Manual,first,Diesel,Nov-24,875000,13.681979165339751
Honda,Amaze,7,68000,Automatic,first,Hybrid/CNG,Nov-24,635000,13.36138027787483
Other_Brands,Other_Models,6,112000,Manual,first,Petrol,Nov-24,285000,12.560244459250788
Hyundai,i10,14,90000,Manual,first,Hybrid/CNG,Nov-24,200000,12.206072645530174
Maruti Suzuki,Eeco,4,55110,Automatic,first,Hybrid/CNG,Oct-24,450000,13.017002861746503
Honda,Amaze,8,65000,Manual,second,Hybrid/CNG,Nov-24,399000,12.896716695872
Maruti Suzuki,Wagon-R,4,53000,Automatic,first,Hybrid/CNG,Nov-24,510000,13.142166004700508
Maruti Suzuki,Baleno,7,33000,Automatic,second,Petrol,Nov-24,599000,13.303016877097587
Maruti Suzuki,Celerio,10,34000,Automatic,second,Hybrid/CNG,Nov-24,325000,12.691580461311874
Hyundai,Grand i10,9,65000,Manual,first,Hybrid/CNG,Nov-24,415000,12.936033799212835
Mahindra,XUV500,8,61000,Automatic,first,Diesel,Nov-24,1085000,13.897090544956697
Hyundai,i20,6,81000,Manual,second,Hybrid/CNG,Nov-24,465000,13.049792684569493
Honda,Jazz,9,46000,Automatic,second,Petrol,Nov-24,450000,13.017002861746503
Maruti Suzuki,Omni,9,80000,Automatic,second,Hybrid/CNG,Nov-24,155000,11.951180395901384
Maruti Suzuki,Swift-Dzire,3,15419,Manual,first,Hybrid/CNG,Nov-24,845000,13.64709190633931
Hyundai,Grand i10,11,68538,Manual,first,Petrol,Sep-24,335000,12.721885810807203
Other_Brands,Other_Models,12,48000,Automatic,second,Petrol,Nov-24,1700000,14.346138809026444
Honda,Other_Models,14,61000,Automatic,first,Hybrid/CNG,Oct-24,300000,12.611537753638338
Tata,Other_Models,12,125000,Manual,second,Diesel,Nov-24,425000,12.959844447906553
Mahindra,Thar,2,15000,Automatic,first,Petrol,Nov-24,1450000,14.187074114396758
Maruti Suzuki,Ertiga,7,57200,Manual,first,Hybrid/CNG,Nov-24,799000,13.591116224748411
Toyota,Innova Crysta,4,75000,Automatic,first,Diesel,Nov-24,2600000,14.77102200299171
Mahindra,Other_Models,7,50412,Manual,first,Diesel,Nov-24,740000,13.514405465180353
Maruti Suzuki,Swift-Dzire,24,25,Automatic,second,Diesel,Nov-24,110000,11.608235644774552
Toyota,Other_Models,6,51234,Manual,first,Diesel,Nov-24,850000,13.652991628466498
Maruti Suzuki,Other_Models,9,75000,Manual,first,Hybrid/CNG,Nov-24,325000,12.691580461311874
Volkswagen,Polo,12,120000,Manual,first,Diesel,Nov-24,410000,12.92391243868049
Maruti Suzuki,Ciaz,10,54000,Manual,first,Diesel,Nov-24,365000,12.80765263256463
Other_Brands,Other_Models,7,130000,Automatic,first,Hybrid/CNG,Nov-24,5100000,15.444751097694555
Hyundai,Creta,6,59980,Automatic,first,Petrol,Nov-24,1140000,13.946538820370678
BMW,Other_Models,13,73000,Automatic,second,Diesel,Nov-24,725000,13.493926933836812
Mercedes-Benz,C-Class,15,40000,Automatic,second,Petrol,Nov-24,599999,13.304683267530228
Mercedes-Benz,Other_Models,8,70000,Automatic,first,Petrol,Nov-24,5300000,15.483217378522351
Volkswagen,Polo,3,29800,Automatic,second,Petrol,Nov-24,975000,13.790192749979985
Tata,Nexon,6,52000,Automatic,first,Hybrid/CNG,Nov-24,515000,13.151922179645874
Toyota,Other_Models,2,25000,Automatic,first,Hybrid/CNG,Nov-24,3460000,15.056779147033907
Maruti Suzuki,Alto-800,5,150000,Automatic,first,Hybrid/CNG,Nov-24,260000,12.468436909997665
Hyundai,i20,14,60000,Manual,second,Petrol,Nov-24,173000,12.061046873479915
Hyundai,i20,7,69000,Manual,first,Diesel,Nov-24,725000,13.493926933836812
Mahindra,Other_Models,7,90000,Manual,second,Diesel,Nov-24,550000,13.217673557208654
Hyundai,Santro Xing,17,60000,Manual,second,Petrol,Nov-24,210000,12.254862809699606
Audi,Other_Models,11,45000,Automatic,second,Diesel,Nov-24,1200000,13.997832114758229
Hyundai,Other_Models,10,84329,Manual,second,Diesel,Nov-24,665000,13.407542319637992
Maruti Suzuki,Wagon-R,3,59000,Manual,first,Hybrid/CNG,Nov-24,598000,13.301346032932768
Mercedes-Benz,Other_Models,8,38000,Automatic,first,Diesel,Nov-24,1800000,14.403297222866392
Mercedes-Benz,E-Class,10,70000,Automatic,second,Diesel,Nov-24,2275000,14.637490610367188
Mercedes-Benz,Other_Models,11,35000,Automatic,second,Diesel,Nov-24,799000,13.591116224748411
Maruti Suzuki,Wagon-R-1-0,11,72000,Automatic,second,Hybrid/CNG,Nov-24,260000,12.468436909997665
Maruti Suzuki,Ertiga,9,92200,Manual,second,Hybrid/CNG,Nov-24,745000,13.521139497361697
BMW,5 Series,11,68000,Automatic,second,Diesel,Nov-24,1550000,14.253765488895429
Other_Brands,Other_Models,9,70000,Manual,second,Hybrid/CNG,Nov-24,350000,12.765688433465597
Toyota,Innova Crysta,4,35000,Automatic,second,Diesel,Nov-24,3100000,14.946912669455374
Honda,City,10,65000,Automatic,second,Hybrid/CNG,Nov-24,479000,13.079455876393052
Audi,A6,10,108000,Automatic,second,Diesel,Nov-24,1580000,14.27293540500315
Honda,Amaze,6,50000,Manual,first,Hybrid/CNG,Nov-24,535000,13.190022025878143
Honda,Amaze,6,67000,Automatic,second,Petrol,Nov-24,575000,13.262125319779487
Hyundai,Grand i10 Nios,5,61000,Manual,first,Hybrid/CNG,Nov-24,599000,13.303016877097587
Hyundai,Verna,6,47000,Automatic,second,Hybrid/CNG,Nov-24,795000,13.58609739363647
Mahindra,Thar,1,150,Automatic,first,Hybrid/CNG,Nov-24,234567,12.365496540345632
Other_Brands,Endeavour,7,90000,Automatic,first,Diesel,Nov-24,1900000,14.457364444136669
Other_Brands,Other_Models,7,85000,Automatic,first,Diesel,Nov-24,5800000,15.573368475516649
Toyota,Other_Models,12,87000,Manual,first,Petrol,Nov-24,325000,12.691580461311874
Toyota,Innova,12,132000,Manual,second,Diesel,Nov-24,694999,13.451665685696973
Other_Brands,Other_Models,15,157851,Automatic,first,Diesel,Nov-24,385000,12.86099861326992
Other_Brands,Ecosport,8,30000,Automatic,second,Petrol,Nov-24,740000,13.514405465180353
Maruti Suzuki,Celerio,9,57250,Manual,first,Hybrid/CNG,Nov-24,368000,12.815838217151068
Other_Brands,KWID,7,35000,Automatic,first,Petrol,Nov-24,380000,12.84792653170257
Maruti Suzuki,Eeco,6,33000,Manual,first,Hybrid/CNG,Nov-24,485000,13.091904169919621
Maruti Suzuki,Ertiga,5,80000,Manual,first,Hybrid/CNG,Nov-24,979999,13.79530683023807
Hyundai,Grand i10,11,46052,Automatic,second,Petrol,Nov-24,365000,12.80765263256463
Maruti Suzuki,Ertiga,3,29000,Automatic,first,Hybrid/CNG,Nov-24,1050000,13.864300722133706
Other_Brands,Other_Models,9,46000,Automatic,first,Petrol,Nov-24,465000,13.049792684569493
Maruti Suzuki,Wagon-R,16,75000,Manual,second,Petrol,Nov-24,95000,11.461632170582678
Maruti Suzuki,Swift,8,108000,Manual,second,Diesel,Nov-24,525000,13.17115354157376
Other_Brands,Ecosport,6,45000,Manual,second,Petrol,Oct-24,750000,13.527828485512494
Maruti Suzuki,Ertiga,12,75667,Manual,first,Hybrid/CNG,Nov-24,360000,12.793859310432293
Tata,Nexon,6,52000,Automatic,first,Hybrid/CNG,Nov-24,510000,13.142166004700508
Mahindra,Other_Models,3,20545,Manual,second,Diesel,Nov-24,2150000,14.580978400103845
BMW,3 Series GT,8,112000,Automatic,second,Diesel,Nov-24,2200000,14.603967918328545
Maruti Suzuki,Wagon-R,6,63000,Manual,second,Hybrid/CNG,Nov-24,475000,13.071070083016778
Hyundai,Grand i10,6,55000,Automatic,first,Hybrid/CNG,Nov-24,500000,13.122363377404328
Hyundai,Grand i10 Nios,2,13863,Manual,first,Hybrid/CNG,Nov-24,697000,13.454540689742661
Honda,City,8,68000,Automatic,first,Hybrid/CNG,Nov-24,745000,13.521139497361697
Mercedes-Benz,E-Class,10,70000,Automatic,second,Diesel,Nov-24,1450000,14.187074114396758
Honda,City,8,35000,Manual,second,Petrol,Nov-24,695000,13.45166712454693
Maruti Suzuki,Swift,1,2000,Automatic,first,Hybrid/CNG,Nov-24,900000,13.710150042306449
Other_Brands,KWID,7,28000,Manual,first,Petrol,Nov-24,295000,12.594730635321957
Maruti Suzuki,Swift,5,82000,Automatic,first,Hybrid/CNG,Nov-24,551000,13.219490088135052
Honda,City,7,58000,Automatic,second,Petrol,Nov-24,750000,13.527828485512494
Volkswagen,VentoTest,9,24000,Automatic,first,Petrol,Nov-24,525000,13.17115354157376
Tata,Tiago,7,43220,Automatic,first,Petrol,Sep-24,480000,13.081541382884074
Hyundai,Grand i10,9,59817,Manual,first,Hybrid/CNG,Nov-24,325000,12.691580461311874
Other_Brands,Other_Models,14,90000,Automatic,second,Petrol,Nov-24,400000,12.89921982609012
Hyundai,i20,8,56000,Manual,second,Petrol,Nov-24,510000,13.142166004700508
Maruti Suzuki,Ertiga,8,52000,Manual,second,Hybrid/CNG,Nov-24,690000,13.444446876573442
Hyundai,Other_Models,6,55000,Manual,first,Hybrid/CNG,Nov-24,490000,13.102160670086809
Tata,Other_Models,8,76250,Automatic,second,Diesel,Nov-24,675000,13.422467969854667
Toyota,Fortuner,5,45000,Automatic,first,Diesel,Nov-24,3950000,15.189226136877304
Hyundai,i10,12,68000,Manual,first,Hybrid/CNG,Nov-24,245000,12.409013489526863
Toyota,Corolla Altis,10,100000,Automatic,first,Hybrid/CNG,Nov-24,625000,13.345506928718539
Maruti Suzuki,Omni,15,2000,Automatic,second,Hybrid/CNG,Nov-24,120000,11.695247021764184
Maruti Suzuki,Swift-Dzire,9,139546,Manual,second,Diesel,Nov-24,350000,12.765688433465597
Other_Brands,Other_Models,8,92000,Automatic,second,Diesel,Nov-24,2450000,14.71159858252091
Mercedes-Benz,C-Class,2,16600,Automatic,first,Diesel,Nov-24,5500000,15.520258650202699
Hyundai,Grand i10,9,62000,Automatic,second,Hybrid/CNG,Nov-24,440000,12.994530005894443
Honda,Jazz,14,61000,Manual,second,Petrol,Nov-24,225000,12.323855681186558
Volkswagen,VentoTest,14,70000,Automatic,second,Hybrid/CNG,Nov-24,290000,12.577636201962656
Mahindra,Thar,4,60000,Manual,first,Diesel,Nov-24,1350000,14.115615150414612
Honda,City,13,71000,Manual,second,Petrol,Nov-24,365000,12.80765263256463
Other_Brands,Endeavour,5,88000,Automatic,second,Diesel,Nov-24,2599000,14.770637313623627
Honda,Amaze,10,69000,Manual,second,Hybrid/CNG,Nov-24,340000,12.736700896592344
Tata,Other_Models,29,110000,Manual,second,Diesel,Nov-24,150000,11.918390573078392
Hyundai,i10,12,51500,Automatic,first,Petrol,Nov-24,244999,12.40900940788588
Maruti Suzuki,Swift,17,100000,Manual,second,Petrol,Nov-24,190000,12.154779351142624
Maruti Suzuki,Wagon-R-1-0,11,81616,Manual,second,Hybrid/CNG,Nov-24,274710,12.523471274769888
Maruti Suzuki,Other_Models,7,69000,Manual,first,Diesel,Nov-24,815000,13.610943392223
Hyundai,i20,15,64000,Manual,second,Hybrid/CNG,Nov-24,139000,11.842229212112828
Honda,Other_Models,10,50000,Automatic,first,Petrol,Nov-24,460000,13.038981768465277
Honda,City,10,73000,Automatic,second,Hybrid/CNG,Nov-24,549000,13.215853720491667
Other_Brands,Duster,11,110000,Manual,second,Diesel,Nov-24,465000,13.049792684569493
Hyundai,Creta,5,120488,Manual,first,Petrol,Nov-24,865000,13.670484785914017
BMW,Other_Models,6,50000,Automatic,second,Diesel,Nov-24,4000000,15.201804919084164
Maruti Suzuki,Ertiga,4,73300,Manual,first,Hybrid/CNG,Nov-24,1030000,13.845069360205818
Maruti Suzuki,Other_Models,6,29770,Automatic,second,Petrol,Nov-24,525000,13.17115354157376
Maruti Suzuki,Eeco,3,130000,Automatic,first,Hybrid/CNG,Nov-24,115000,11.652687407345388
Honda,City,11,65000,Automatic,second,Petrol,Nov-24,520000,13.16158409055761
Other_Brands,Other_Models,8,80000,Automatic,second,Diesel,Nov-24,745000,13.521139497361697
Honda,Amaze,4,58000,Automatic,first,Petrol,Nov-24,680000,13.42984807715229
BMW,Other_Models,12,92048,Automatic,first,Diesel,Nov-24,1100000,13.9108207377686
Honda,Other_Models,8,24000,Automatic,second,Petrol,Nov-24,745000,13.521139497361697
Hyundai,i20,9,79000,Manual,second,Diesel,Nov-24,425000,12.959844447906553
Maruti Suzuki,Swift-Dzire,10,103000,Manual,second,Diesel,Nov-24,560000,13.235692062711331
Maruti Suzuki,Vitara-Brezza,4,25000,Manual,first,Petrol,Nov-24,760000,13.541073712262515
Volkswagen,Other_Models,2,20000,Automatic,second,Petrol,Nov-24,1650000,14.316285845876763
BMW,3 Series GT,11,89000,Automatic,first,Diesel,Nov-24,1200000,13.997832114758229
Hyundai,Other_Models,11,82000,Automatic,second,Hybrid/CNG,Nov-24,490000,13.102160670086809
Hyundai,Other_Models,9,80000,Automatic,second,Petrol,Nov-24,365000,12.80765263256463
Maruti Suzuki,Ertiga,10,83500,Manual,first,Hybrid/CNG,Nov-24,725000,13.493926933836812
Maruti Suzuki,Celerio,5,62000,Manual,first,Petrol,Nov-24,525000,13.17115354157376
Other_Brands,Rapid,10,82000,Automatic,first,Diesel,Nov-24,460000,13.038981768465277
Hyundai,Verna,8,68000,Manual,second,Diesel,Nov-24,750000,13.527828485512494
Toyota,Corolla Altis,16,75000,Manual,second,Hybrid/CNG,Nov-24,235000,12.367340793126296
Hyundai,Other_Models,14,95000,Manual,second,Hybrid/CNG,Nov-24,115000,11.652687407345388
Other_Brands,Other_Models,5,65000,Automatic,second,Petrol,Nov-24,3300000,15.009433026436708
Other_Brands,Other_Models,5,26000,Automatic,first,Petrol,Nov-24,625000,13.345506928718539
Mahindra,Other_Models,12,50308,Manual,first,Diesel,Nov-24,295000,12.594730635321957
Honda,Amaze,6,57791,Manual,first,Diesel,Nov-24,730000,13.500799813124575
Honda,Other_Models,7,58960,Manual,first,Diesel,Nov-24,750000,13.527828485512494
Other_Brands,Compass,8,74500,Manual,first,Diesel,Nov-24,850000,13.652991628466498
Volkswagen,Polo,4,43000,Automatic,second,Petrol,Nov-24,1170000,13.972514306773938
Maruti Suzuki,Eeco,6,62000,Manual,first,Hybrid/CNG,Nov-24,576000,13.263862939678027
Maruti Suzuki,Alto,14,96000,Manual,second,Petrol,Nov-24,135000,11.813030057420567
Hyundai,Other_Models,6,71000,Manual,first,Hybrid/CNG,Nov-24,390000,12.873902018105829
Maruti Suzuki,Eeco,2,11293,Manual,first,Petrol,Nov-24,575000,13.262125319779487
Hyundai,i10,14,40000,Automatic,second,Petrol,Nov-24,250000,12.429216196844383
Toyota,Fortuner,11,127000,Manual,second,Diesel,Nov-24,1630000,14.304090572782945
Other_Brands,Other_Models,13,45500,Automatic,second,Diesel,Nov-24,1500000,14.22097566607244
Mahindra,XUV500,9,118000,Manual,first,Diesel,Nov-24,725000,13.493926933836812
Mercedes-Benz,E-Class,14,75000,Automatic,second,Diesel,Nov-24,1490000,14.214286677921642
Honda,Jazz,8,63000,Automatic,first,Petrol,Nov-24,645000,13.37700559577791
Hyundai,Other_Models,4,39000,Manual,first,Diesel,Nov-24,1199000,13.996998434009651
Maruti Suzuki,Celerio,8,65000,Manual,second,Petrol,Nov-24,375000,12.834681304952548
Mahindra,XUV500,13,115000,Manual,second,Diesel,Nov-24,425000,12.959844447906553
Toyota,Other_Models,7,165256,Manual,second,Diesel,Nov-24,565000,13.244581010128577
Hyundai,Creta,4,27531,Manual,first,Petrol,Nov-24,1295000,14.074021253115776
Maruti Suzuki,Wagon-R-1-0,11,81616,Manual,second,Hybrid/CNG,Nov-24,274710,12.523471274769888
Maruti Suzuki,Swift-Dzire,3,105000,Manual,first,Hybrid/CNG,Nov-24,825000,13.623138665316818
Toyota,Fortuner,8,115000,Automatic,first,Diesel,Nov-24,2795000,14.843342664571336
Maruti Suzuki,Other_Models,8,51000,Automatic,second,Hybrid/CNG,Nov-24,400000,12.89921982609012
Hyundai,Grand i10,10,68000,Manual,second,Hybrid/CNG,Oct-24,375000,12.834681304952548
Volkswagen,Other_Models,9,75000,Automatic,second,Petrol,Nov-24,530000,13.180632285528304
Maruti Suzuki,Ciaz,10,61000,Automatic,second,Hybrid/CNG,Nov-24,530000,13.180632285528304
Honda,Amaze,6,37100,Automatic,second,Hybrid/CNG,Nov-24,620000,13.337474757021274
Maruti Suzuki,Other_Models,6,31000,Manual,first,Petrol,Nov-24,500000,13.122363377404328
Maruti Suzuki,Wagon-R,22,85000,Manual,second,Hybrid/CNG,Nov-24,95000,11.461632170582678
Toyota,Corolla Altis,10,100000,Manual,second,Diesel,Nov-24,650000,13.38472764187182
Other_Brands,Other_Models,15,80000,Automatic,second,Petrol,Nov-24,325000,12.691580461311874
Hyundai,Santro Xing,16,90000,Manual,second,Petrol,Nov-24,165000,12.013700752882718
Mahindra,Thar,4,65000,Automatic,second,Diesel,Nov-24,1315000,14.089347223594002
Other_Brands,Other_Models,6,79000,Automatic,first,Hybrid/CNG,Nov-24,5600000,15.538277155705378
Maruti Suzuki,Ertiga,8,68558,Manual,first,Hybrid/CNG,Oct-24,675000,13.422467969854667
Maruti Suzuki,Celerio,10,90000,Automatic,first,Petrol,Nov-24,358000,12.788288265382837
Honda,City,10,121000,Manual,second,Diesel,Nov-24,665000,13.407542319637992
Other_Brands,Other_Models,5,54000,Manual,second,Hybrid/CNG,Nov-24,199999,12.206067645517674
Maruti Suzuki,Eeco,7,98130,Automatic,second,Hybrid/CNG,Nov-24,390000,12.873902018105829
Maruti Suzuki,Alto-800,12,35000,Manual,second,Petrol,Nov-24,230000,12.345834587905333
Hyundai,Eon,11,54000,Manual,second,Petrol,Nov-24,195000,12.180754837545884
Maruti Suzuki,Other_Models,11,65000,Automatic,second,Hybrid/CNG,Nov-24,330000,12.706847933442663
Tata,Other_Models,3,46000,Automatic,first,Diesel,Nov-24,1660000,14.322328160332725
Mercedes-Benz,Other_Models,11,190000,Automatic,second,Diesel,Nov-24,2425000,14.70134208235372
Maruti Suzuki,Swift,15,90000,Manual,second,Hybrid/CNG,Nov-24,160000,11.982929094215963
BMW,5 Series,6,25000,Automatic,second,Diesel,Nov-24,5950000,15.598901777521812
Toyota,Other_Models,10,53350,Automatic,second,Petrol,Nov-24,1190000,13.989463865087712
Maruti Suzuki,Swift,8,69053,Manual,second,Petrol,Nov-24,600000,13.304684934198283
Tata,Other_Models,9,140990,Automatic,second,Diesel,Nov-24,350000,12.765688433465597
Hyundai,Creta,5,67000,Manual,first,Diesel,Nov-24,825000,13.623138665316818
Tata,Tiago,5,5589,Automatic,first,Petrol,Nov-24,725000,13.493926933836812
Volkswagen,Other_Models,13,85000,Automatic,first,Diesel,Nov-24,500000,13.122363377404328
Audi,Other_Models,7,40000,Automatic,first,Diesel,Nov-24,5000000,15.424948470398375
Other_Brands,Other_Models,13,83000,Automatic,second,Petrol,Nov-24,239000,12.384218830913648
Maruti Suzuki,Omni,11,150000,Automatic,first,Hybrid/CNG,Nov-24,130000,11.77528972943772
Other_Brands,Other_Models,13,68000,Manual,second,Petrol,Nov-24,225000,12.323855681186558
Other_Brands,Other_Models,5,79000,Automatic,first,Diesel,Nov-24,1080000,13.892471599100402
Other_Brands,Other_Models,5,36000,Automatic,first,Diesel,Nov-24,4200000,15.250595083253597
Hyundai,Other_Models,11,89084,Manual,first,Petrol,Nov-24,249000,12.425208175446844
Other_Brands,Other_Models,9,38000,Automatic,first,Diesel,Nov-24,2650000,14.790070197962406
Hyundai,Grand i10,9,90000,Manual,first,Hybrid/CNG,Nov-24,395000,12.886641043883259
Hyundai,Other_Models,4,35000,Automatic,first,Diesel,Nov-24,1850000,14.430696197054507
Honda,Amaze,10,75000,Manual,second,Diesel,Aug-24,375000,12.834681304952548
Mahindra,Other_Models,5,48155,Manual,first,Diesel,Nov-24,880000,13.687677186454389
Maruti Suzuki,Other_Models,7,44500,Automatic,second,Petrol,Nov-24,490000,13.102160670086809
Hyundai,Other_Models,9,20,Manual,first,Hybrid/CNG,Nov-24,150000,11.918390573078392
Other_Brands,Other_Models,8,121600,Manual,second,Diesel,Nov-24,319000,12.672946381766982
Hyundai,i10,14,82000,Manual,second,Hybrid/CNG,Nov-24,135000,11.813030057420567
Audi,Other_Models,9,99000,Automatic,first,Diesel,Nov-24,3050000,14.930652148583594
Mahindra,XUV500,8,119000,Manual,second,Diesel,Nov-24,900000,13.710150042306449
Maruti Suzuki,Baleno,7,65000,Automatic,second,Hybrid/CNG,Nov-24,565000,13.244581010128577
Hyundai,Other_Models,1,1234,Manual,first,Hybrid/CNG,Nov-24,190000,12.154779351142624
Toyota,Other_Models,2,30000,Automatic,second,Petrol,Nov-24,2750000,14.827111469642754
Maruti Suzuki,Ritz,13,125000,Manual,first,Diesel,Nov-24,275000,12.524526376648708
Toyota,Corolla Altis,10,68000,Automatic,second,Hybrid/CNG,Nov-24,699000,13.457406021215947
Toyota,Corolla Altis,9,67000,Automatic,second,Petrol,Nov-24,790000,13.579788224443204
